rider_id,avg_trip_miles,std_trip_miles,avg_trip_duration,pct_shared_rides,pct_weekend_rides,pct_night_rides,pct_commute_hour_rides,total_trips
Commuter_000,5.1045454545454545,6.000473327032043,30.95959595959596,0.0,0.21212121212121213,0.0,1.0,99
Commuter_001,4.765909090909091,4.486857343311324,32.96590909090909,0.0,0.29545454545454547,0.0,1.0,88
Commuter_002,4.558333333333334,5.095100587819636,30.377777777777776,0.0,0.34444444444444444,0.0,1.0,90
Commuter_003,4.792637362637363,4.144208230280165,27.98901098901099,0.0,0.31868131868131866,0.0,1.0,91
Commuter_004,4.7222,3.942046225559062,32.29,0.0,0.24,0.0,1.0,100
Commuter_005,4.496666666666667,4.7416457712973505,34.568627450980394,0.0,0.3333333333333333,0.0,1.0,102
Commuter_006,5.1307070707070705,6.038202403899666,32.15151515151515,0.0,0.26262626262626265,0.0,1.0,99
Commuter_007,4.914000000000001,5.575522500523709,30.97142857142857,0.0,0.24761904761904763,0.0,1.0,105
Commuter_008,3.7411827956989248,3.8271356213294325,32.1505376344086,0.0,0.1827956989247312,0.0,1.0,93
Commuter_009,4.931743119266055,5.151656483694724,30.706422018348626,0.0,0.30275229357798167,0.0,1.0,109
Commuter_010,4.131149425287356,3.987128542233893,30.091954022988507,0.0,0.26436781609195403,0.0,1.0,87
Commuter_011,4.5313,4.507396761508417,32.26,0.0,0.27,0.0,1.0,100
Commuter_012,4.155619047619047,3.202528425325576,32.695238095238096,0.0,0.2857142857142857,0.0,1.0,105
Commuter_013,4.630377358490566,3.81608872925902,32.91509433962264,0.0,0.25471698113207547,0.0,1.0,106
Commuter_014,5.2370731707317075,4.965113475212871,34.86585365853659,0.0,0.24390243902439024,0.0,1.0,82
Commuter_015,4.913577981651376,4.2109894858430925,31.743119266055047,0.0,0.23853211009174313,0.0,1.0,109
Commuter_016,4.613166666666667,5.255082531127707,32.36666666666667,0.0,0.3,0.0,1.0,120
Commuter_017,5.2942857142857145,5.398989405244109,33.673469387755105,0.0,0.23469387755102042,0.0,1.0,98
Commuter_018,4.925,4.869238964688229,32.594339622641506,0.0,0.27358490566037735,0.0,1.0,106
Commuter_019,4.273103448275862,4.568618770035228,32.98850574712644,0.0,0.3103448275862069,0.0,1.0,87
Commuter_020,4.826904761904762,5.227678408515307,32.22222222222222,0.0,0.25396825396825395,0.0,1.0,126
Commuter_021,4.0198058252427185,3.565285781956975,33.66990291262136,0.0,0.22330097087378642,0.0,1.0,103
Commuter_022,4.5398969072164945,5.025211540913261,35.7319587628866,0.0,0.29896907216494845,0.0,1.0,97
Commuter_023,4.809896907216495,5.3128181267190495,33.71134020618557,0.0,0.26804123711340205,0.0,1.0,97
Commuter_024,4.550357142857143,4.7191994145769165,34.526785714285715,0.0,0.19642857142857142,0.0,1.0,112
Commuter_025,5.920947368421053,5.295226889978312,31.905263157894737,0.0,0.25263157894736843,0.0,1.0,95
Commuter_026,5.473090909090908,5.24046950509795,30.89090909090909,0.0,0.21818181818181817,0.0,1.0,110
Commuter_027,5.121028037383178,4.782355528906949,32.89719626168224,0.0,0.27102803738317754,0.0,1.0,107
Commuter_028,4.178152173913043,3.719928786198847,29.434782608695652,0.0,0.2608695652173913,0.0,1.0,92
Commuter_029,4.7792792792792795,4.340977207058697,30.53153153153153,0.0,0.3153153153153153,0.0,1.0,111
Commuter_030,4.565049504950495,4.204472766890606,30.801980198019802,0.0,0.3069306930693069,0.0,1.0,101
Commuter_031,4.87967032967033,4.972884798931423,32.010989010989015,0.0,0.2857142857142857,0.0,1.0,91
Commuter_032,3.8653846153846154,3.866906442437602,33.5,0.0,0.2692307692307692,0.0,1.0,78
Commuter_033,6.338552631578947,6.776565837049004,32.98684210526316,0.0,0.2894736842105263,0.0,1.0,76
Commuter_034,5.297358490566038,5.244926855341227,31.67924528301887,0.0,0.3018867924528302,0.0,1.0,106
Commuter_035,5.422336448598132,4.816606019399116,29.19626168224299,0.0,0.24299065420560748,0.0,1.0,107
Commuter_036,5.373636363636364,6.2852128784667105,33.19191919191919,0.0,0.25252525252525254,0.0,1.0,99
Commuter_037,5.609423076923077,5.362745063433898,32.42307692307692,0.0,0.23076923076923078,0.0,1.0,104
Commuter_038,5.49803738317757,5.7208185585387525,29.61682242990654,0.0,0.2616822429906542,0.0,1.0,107
Commuter_039,4.751724137931034,4.585259802661019,30.517241379310345,0.0,0.3103448275862069,0.0,1.0,87
Commuter_040,5.614886363636364,5.51280015093779,31.045454545454547,0.0,0.2840909090909091,0.0,1.0,88
Commuter_041,4.704081632653061,5.491470206073709,35.06122448979592,0.0,0.22448979591836735,0.0,1.0,98
Commuter_042,5.155809523809524,5.695604712433354,31.83809523809524,0.0,0.2571428571428571,0.0,1.0,105
Commuter_043,5.100096153846153,4.524975029742251,31.971153846153847,0.0,0.23076923076923078,0.0,1.0,104
Commuter_044,4.4221875,4.6123208459002845,30.03125,0.0,0.3125,0.0,1.0,96
Commuter_045,5.108888888888889,5.94546352338794,33.494949494949495,0.0,0.26262626262626265,0.0,1.0,99
Commuter_046,4.523826086956522,4.520750710560449,32.7304347826087,0.0,0.25217391304347825,0.0,1.0,115
Commuter_047,5.304021739130435,4.657886862247755,30.847826086956523,0.0,0.2608695652173913,0.0,1.0,92
Commuter_048,4.859230769230769,4.654846275244097,31.945054945054945,0.0,0.2967032967032967,0.0,1.0,91
Commuter_049,5.41342105263158,5.43819395329775,32.8421052631579,0.0,0.23684210526315788,0.0,1.0,76
Commuter_050,5.517608695652174,5.901791564378914,32.619565217391305,0.0,0.358695652173913,0.0,1.0,92
Commuter_051,5.351129032258064,4.7949762344464615,32.16129032258065,0.0,0.3064516129032258,0.0,1.0,124
Commuter_052,4.742900000000001,4.899742993672261,36.12,0.0,0.28,0.0,1.0,100
Commuter_053,5.517623762376237,5.38767763484692,30.95049504950495,0.0,0.26732673267326734,0.0,1.0,101
Commuter_054,4.968999999999999,4.865741402287981,30.37,0.0,0.34,0.0,1.0,100
Commuter_055,5.021333333333334,4.77625286816707,33.28888888888889,0.0,0.2,0.0,1.0,90
Commuter_056,4.900183486238532,4.701962746526685,34.71559633027523,0.0,0.27522935779816515,0.0,1.0,109
Commuter_057,5.221145833333334,4.275667967462215,28.770833333333332,0.0,0.23958333333333334,0.0,1.0,96
Commuter_058,4.376697247706422,4.201692572322155,32.87155963302752,0.0,0.26605504587155965,0.0,1.0,109
Commuter_059,5.203440860215054,4.787229727783404,29.913978494623656,0.0,0.26881720430107525,0.0,1.0,93
Commuter_060,4.592499999999999,4.607250146851444,31.535714285714285,0.0,0.2261904761904762,0.0,1.0,84
Commuter_061,4.75969696969697,4.983573722750848,31.32323232323232,0.0,0.25252525252525254,0.0,1.0,99
Commuter_062,4.710204081632654,4.737498139072471,32.44897959183673,0.0,0.23469387755102042,0.0,1.0,98
Commuter_063,4.507682926829268,5.279723453939161,32.08536585365854,0.0,0.21951219512195122,0.0,1.0,82
Commuter_064,5.341938775510204,5.310590208945418,34.03061224489796,0.0,0.22448979591836735,0.0,1.0,98
Commuter_065,4.677692307692308,4.375045349172839,31.932692307692307,0.0,0.2692307692307692,0.0,1.0,104
